Date,Close,High,Low,Open,Volume,Ticker
1999-01-22,0.0376117080450058,0.0447753160188319,0.0355814685016103,0.0401187865375535,2714688000,NVDA
1999-01-25,0.0415520556271076,0.0420288945240906,0.0376117039300437,0.0405965399745699,510480000,NVDA
1999-01-26,0.0383278913795948,0.0428652101236347,0.0377309219625574,0.0420289056813785,343200000,NVDA
1999-01-27,0.0382086746394634,0.0394026098925739,0.0362976465070586,0.0384470941183243,244368000,NVDA
1999-01-28,0.0380885414779186,0.0384470878591948,0.0378501220378719,0.0382086684191482,227520000,NVDA
1999-01-29,0.0362976379692554,0.0382086656521549,0.0362976379692554,0.0380885387196246,244032000,NVDA
1999-02-01,0.037014752626419,0.037253172190562,0.0362976594906228,0.0362976594906228,154704000,NVDA
1999-02-02,0.0341491214931011,0.0372531703197338,0.0330743973570145,0.0362976576677798,264096000,NVDA
1999-02-03,0.0348652899265289,0.0353430478351336,0.0334320196168094,0.0336713580358338,75120000,NVDA
1999-02-04,0.0367754139006137,0.0377309265057685,0.0348652973716586,0.0353430553822836,181920000,NVDA
1999-02-05,0.0378501191735267,0.0382086655276696,0.0364177647831352,0.037372361400335,136848000,NVDA
1999-02-08,0.0365369841456413,0.0382086774069592,0.0365369841456413,0.0380885504374721,154080000,NVDA
1999-02-09,0.0351037234067916,0.0374915947396894,0.0346259653542679,0.0372531717621924,86976000,NVDA
1999-02-10,0.0347460694611072,0.0360592123349281,0.0341491003132011,0.0351037002756002,148224000,NVDA
1999-02-11,0.0377309098839759,0.0391632643552082,0.0348652820122758,0.0348652820122758,132240000,NVDA
1999-02-12,0.0398803539574146,0.0401187733536409,0.0382086613965775,0.0382086613965775,109728000,NVDA
1999-02-16,0.0401187799870967,0.0422682306248725,0.0360592170764293,0.0405965377876287,211008000,NVDA
1999-02-17,0.0379693284630775,0.0396410212613022,0.037253151243614,0.0391632634719216,67728000,NVDA
1999-02-18,0.038566306233406,0.0396410300576429,0.0374915824091691,0.0391632721622479,70704000,NVDA
1999-02-19,0.0398803539574146,0.0405965310751778,0.0377309036750406,0.0382086613965775,75360000,NVDA
1999-02-22,0.0401187799870967,0.0410742955881607,0.037969329349321,0.0405965377876287,205248000,NVDA
1999-02-23,0.0420289039611816,0.0428652083692088,0.0386864362853598,0.0410743070235863,138096000,NVDA
1999-02-24,0.0453722886741161,0.0501489454647425,0.0442975648088875,0.0482379172263672,612768000,NVDA
1999-02-25,0.0439399369060993,0.0487156785141454,0.0432228405212784,0.0472833201874437,149136000,NVDA
1999-02-26,0.0419096909463405,0.0458500430607076,0.0415520600276813,0.0444176883594932,172608000,NVDA
1999-03-01,0.0421490408480167,0.0439399460309941,0.0401188005933193,0.0429844299391483,92160000,NVDA
1999-03-02,0.0417904704809188,0.0422682282546603,0.041074293284899,0.0420288899031972,55248000,NVDA
1999-03-03,0.0389248467981815,0.0420288942551368,0.0386864273512157,0.0420288942551368,61392000,NVDA
1999-03-04,0.0380885414779186,0.0410742963459741,0.0377309106098017,0.0408349579766742,57360000,NVDA
1999-03-05,0.0402380004525184,0.0403572084890758,0.0384470957870733,0.0384470957870733,78768000,NVDA
1999-03-08,0.0408349595963954,0.0420288947024926,0.038447089384201,0.0391632666620014,75888000,NVDA
1999-03-09,0.0421490408480167,0.042746010381041,0.0407157701263436,0.0407157701263436,143184000,NVDA
1999-03-10,0.0414319485425949,0.0427460112190226,0.0408349789978677,0.0427460112190226,235344000,NVDA
1999-03-11,0.0396410301327705,0.0414319347548792,0.0396410301327705,0.0407157573751387,54288000,NVDA
1999-03-12,0.0389248467981815,0.0398803624446046,0.0382086695280041,0.0398803624446046,90768000,NVDA
1999-03-15,0.0405965410172939,0.041074298855834,0.0396410253402137,0.0398803637241384,108816000,NVDA
1999-03-16,0.0392834059894084,0.0413127304457108,0.0389248594809031,0.0408349724668334,79152000,NVDA
1999-03-17,0.0395218208432197,0.0403572062300871,0.038566305080982,0.0396410288731044,51360000,NVDA
1999-03-18,0.0399995744228363,0.0405965402696429,0.0386864278799697,0.0396410246101601,46320000,NVDA
1999-03-19,0.0401187799870967,0.0413127150238085,0.0398803605514489,0.0398803605514489,105312000,NVDA
1999-03-22,0.0389248467981815,0.0410742975379936,0.0389248467981815,0.0409541705932777,36672000,NVDA
1999-03-23,0.0365369841456413,0.0391632743209484,0.035820806727782,0.0391632743209484,163968000,NVDA
1999-03-24,0.0362976379692554,0.0365369729051293,0.0348652801581036,0.0362976379692554,60864000,NVDA
1999-03-25,0.0367754139006137,0.0382086845163936,0.036059232933401,0.0361784444116949,40320000,NVDA
1999-03-26,0.0399995744228363,0.0401187824399015,0.0372531543907455,0.0372531543907455,88272000,NVDA
1999-03-29,0.0411935187876224,0.0421490312456892,0.0404773379306559,0.0411935187876224,65952000,NVDA
1999-03-30,0.0377309098839759,0.0416712613656711,0.037491574935374,0.0413127149912922,69504000,NVDA
1999-03-31,0.0403572171926498,0.040834975203546,0.0371339604540197,0.0389248620896021,153600000,NVDA
1999-04-01,0.0391632765531539,0.0405965504000348,0.0384470990944744,0.0403572119607938,30432000,NVDA
1999-04-05,0.0379693284630775,0.0396410212613022,0.0377309090329946,0.0386864246117559,98640000,NVDA
1999-04-06,0.037014752626419,0.0384471078707397,0.0362976594906228,0.0383278997967161,69696000,NVDA
1999-04-07,0.0401187799870967,0.0403571994227446,0.0370147326774933,0.0372531521131412,89280000,NVDA
1999-04-08,0.0408349595963954,0.0420288947024926,0.0398803628690915,0.0403572017680986,130128000,NVDA
1999-04-09,0.0401187799870967,0.0410742955881607,0.0398803605514489,0.0410742955881607,48624000,NVDA
1999-04-12,0.0384470857679843,0.0396410207617836,0.0377309085575454,0.0396410207617836,33312000,NVDA
1999-04-13,0.0368946008384227,0.0391632591846697,0.0362976351073981,0.0391632591846697,36144000,NVDA
1999-04-14,0.0358208082616329,0.0376117130557498,0.0358208082616329,0.0367754086325929,48288000,NVDA
